verb,infinitve of purpose,past participle,active past participle,past passive participle,potential passive participle,root,stems,mode,voice,pos,modification
,,,,,,dfB,darbDavya,fut,pass,,
,,,,,,dfB,darBaRIya,fut,pass,,
,,,,,,dfB,darBaRIya,fut,pass,,caus
,,,,,,dfB,darBayat,pres,para,,caus
,,,,,,dfB,darBayamAna,pres,atma,,caus
,,,,,,dfB,darBayitavya,fut,pass,,caus
,,,,,,dfB,darBayizyat,fut,para,,caus
,,,,,,dfB,darBayizyamAna,fut,atma,,
,,,,,,dfB,darBayizyamAna,fut,atma,,caus
,,,,,,dfB,darBitavat,past,active,,caus
,,,,,,dfB,darBita,past,pass,,caus
,,,,,,dfB,darByamAna,pres,pass,,caus
,,,,,,dfB,darBya,fut,pass,,caus
,,,,,,dfB,dfbDavat,past,active,,
,,,,,,dfB,dfbDa,past,pass,,
,,,,,,dfB,dfBat,pres,para,,
,,,,,,dfB,dfBamAna,pres,atma,,
,,,,,,dfB,dfByamAna,pres,pass,,
,,,,,,dfB,dfBya,fut,pass,,
,,,,,,dfB,Darpsyat,fut,para,,
,,,,,,dfB,DarpsyamAna,fut,atma,,
,,,,,,dfB,darBayitum,,,infinitive,caus
,,,,,,dfB,darBitum,,,infinitive,
,,,,,,dfB,darBya,,,gerund,caus
,,,,,,dfB,dfBya,,,gerund,
,,,,,,dfB,darBayitvA,,,gerund,caus
,,,,,,dfB,dfbDvA,,,gerund,
,,,,,,dfh,dadfhARa,perf,atma,,
,,,,,,dfh,dadfhvas,perf,para,,
,,,,,,dfh,darQavya,fut,pass,,
,,,,,,dfh,darhaRIya,fut,pass,,
,,,,,,dfh,dfMhat,pres,para,,
,,,,,,dfh,dfMhamAna,pres,atma,,
,,,,,,dfh,dfQavat,past,active,,
,,,,,,dfh,dfQa,past,pass,,
,,,,,,dfh,dfhyamAna,pres,pass,,
,,,,,,dfh,dfhya,fut,pass,,
,,,,,,dfh,Darkzyat,fut,para,,
,,,,,,dfh,DarkzyamAna,fut,atma,,
,,,,,,dfh,darhitum,,,infinitive,
,,,,,,dfh,dfhya,,,gerund,
,,,,,,dfh,dfQvA,,,gerund,
,,,,,,dfp,dadfpARa,perf,atma,,
,,,,,,dfp,dadfpvas,perf,para,,
,,,,,,dfp,darpaRIya,fut,pass,,
,,,,,,dfp,darpaRIya,fut,pass,,caus
,,,,,,dfp,darpayat,pres,para,,caus
,,,,,,dfp,darpayamAna,pres,atma,,caus
,,,,,,dfp,darpayitavya,fut,pass,,caus
,,,,,,dfp,darpayizyat,fut,para,,caus
,,,,,,dfp,darpayizyamAna,fut,atma,,
,,,,,,dfp,darpayizyamAna,fut,atma,,caus
,,,,,,dfp,darpitavat,past,active,,caus
,,,,,,dfp,darpitavya,fut,pass,,
,,,,,,dfp,darpita,past,pass,,caus
,,,,,,dfp,darpizyat,fut,para,,
,,,,,,dfp,darpizyamAna,fut,atma,,
,,,,,,dfp,darptavya,fut,pass,,
,,,,,,dfp,darpyamAna,pres,pass,,caus
,,,,,,dfp,darpya,fut,pass,,caus
,,,,,,dfp,darpsyat,fut,para,,
,,,,,,dfp,darpsyamAna,fut,atma,,
,,,,,,dfp,dfptavat,past,active,,
,,,,,,dfp,dfpta,past,pass,,
,,,,,,dfp,dfpyat,pres,para,,
,,,,,,dfp,dfpyamAna,pres,atma,,
,,,,,,dfp,dfpyamAna,pres,pass,,
,,,,,,dfp,dfpya,fut,pass,,
,,,,,,dfp,darpayitum,,,infinitive,caus
,,,,,,dfp,darpitum,,,infinitive,
,,,,,,dfp,darptum,,,infinitive,
,,,,,,dfp,darpya,,,gerund,caus
,,,,,,dfp,dfpya,,,gerund,
,,,,,,dfp,darpayitvA,,,gerund,caus
,,,,,,dfp,darpitvA,,,gerund,
,,,,,,dfp,dfptvA,,,gerund,
,,,,,,dfS#1,darSayitum,,,infinitive,caus
,,,,,,dfS#1,darSya,,,gerund,caus
,,,,,,dfS#1,didfkzitum,,,infinitive,desid
,,,,,,dfS#1,didfkzya,,,gerund,desid
,,,,,,dfS#1,dfSya,,,gerund,
,,,,,,dfS#1,drazwum,,,infinitive,
,,,,,,dfS#1,darSayitvA,,,gerund,caus
,,,,,,dfS#1,didfkzitvA,,,gerund,desid
,,,,,,dfS#1,dfzwvA,,,gerund,
,,,,,,Dfz,daDfzARa,perf,atma,,
,,,,,,Dfz,daDfzvas,perf,para,,
,,,,,,Dfz,Darkzyat,fut,para,,
,,,,,,Dfz,DarkzyamAna,fut,atma,,
,,,,,,Dfz,DarzaRIya,fut,pass,,
,,,,,,Dfz,DarzaRIya,fut,pass,,caus
,,,,,,Dfz,Darzat,pres,para,,
,,,,,,Dfz,DarzamAna,pres,atma,,
,,,,,,Dfz,Darzayat,pres,para,,caus
,,,,,,Dfz,DarzayamAna,pres,atma,,caus
,,,,,,Dfz,Darzayitavya,fut,pass,,caus
,,,,,,Dfz,Darzayizyat,fut,para,,caus
,,,,,,Dfz,DarzayizyamAna,fut,atma,,
,,,,,,Dfz,DarzayizyamAna,fut,atma,,caus
,,,,,,Dfz,Darzitavat,past,active,,caus
,,,,,,Dfz,Darzita,past,pass,,caus
,,,,,,Dfz,Darzwavya,fut,pass,,
,,,,,,Dfz,DarzyamAna,pres,pass,,caus
,,,,,,Dfz,Darzya,fut,pass,,caus
,,,,,,Dfz,Dfzwavat,past,active,,
,,,,,,Dfz,Dfzwa,past,pass,,
,,,,,,Dfz,DfzRuvat,pres,para,,
,,,,,,Dfz,DfzRvAna,pres,atma,,
,,,,,,Dfz,DfzyamAna,pres,pass,,
,,,,,,Dfz,Dfzya,fut,pass,,
,,,,,,Dfz,Darzayitum,,,infinitive,caus
,,,,,,Dfz,Darzitum,,,infinitive,
,,,,,,Dfz,Darzya,,,gerund,caus
,,,,,,Dfz,Dfzya,,,gerund,
,,,,,,Dfz,DarzayitvA,,,gerund,caus
,,,,,,Dfz,DarzitvA,,,gerund,
,,,,,,DI#1,DIya,,,gerund,
,,,,,,DI#1,Detum,,,infinitive,
,,,,,,DI#1,DItvA,,,gerund,
,,,,,,dih,digDavat,past,active,,
,,,,,,dih,digDa,past,pass,,
,,,,,,dih,didihAna,perf,atma,,
,,,,,,dih,didihvas,perf,para,,
,,,,,,dih,dihat,pres,para,,
,,,,,,dih,dihAna,pres,atma,,
,,,,,,dih,dihyamAna,pres,pass,,
,,,,,,dih,degDavya,fut,pass,,
,,,,,,dih,dehanIya,fut,pass,,
,,,,,,dih,dehanIya,fut,pass,,caus
,,,,,,dih,dehayat,pres,para,,caus
,,,,,,dih,dehayamAna,pres,atma,,caus
,,,,,,dih,dehayitavya,fut,pass,,caus
,,,,,,dih,dehayizyat,fut,para,,caus
,,,,,,dih,dehayizyamAna,fut,atma,,
,,,,,,dih,dehayizyamAna,fut,atma,,caus
,,,,,,dih,dehitavat,past,active,,caus
,,,,,,dih,dehita,past,pass,,caus
,,,,,,dih,dehyamAna,pres,pass,,caus
,,,,,,dih,dehya,fut,pass,,
,,,,,,dih,dehya,fut,pass,,caus
,,,,,,dih,Dekzyat,fut,para,,
,,,,,,dih,DekzyamAna,fut,atma,,
,,,,,,dih,dihya,,,gerund,
,,,,,,dih,degDum,,,infinitive,
,,,,,,dih,dehayitum,,,infinitive,caus
,,,,,,dih,dehya,,,gerund,caus
,,,,,,dih,digDvA,,,gerund,
,,,,,,dih,dehayitvA,,,gerund,caus
,,,,,,dIkz,didIkzARa,perf,atma,,
,,,,,,dIkz,didIkzvas,perf,para,,
,,,,,,dIkz,dIkzaRIya,fut,pass,,caus
,,,,,,dIkz,dIkzat,pres,para,,
,,,,,,dIkz,dIkzamAna,pres,atma,,
,,,,,,dIkz,dIkzayat,pres,para,,caus
,,,,,,dIkz,dIkzayamAna,pres,atma,,caus
,,,,,,dIkz,dIkzayitavya,fut,pass,,caus
,,,,,,dIkz,dIkzayizyat,fut,para,,caus
,,,,,,dIkz,dIkzayizyamAna,fut,atma,,
,,,,,,dIkz,dIkzayizyamAna,fut,atma,,caus
,,,,,,dIkz,dIkzitavat,past,active,,
,,,,,,dIkz,dIkzitavat,past,active,,caus
,,,,,,dIkz,dIkzita,past,pass,,
,,,,,,dIkz,dIkzita,past,pass,,caus
,,,,,,dIkz,dIkzyamAna,pres,pass,,
,,,,,,dIkz,dIkzyamAna,pres,pass,,caus
,,,,,,dIkz,dIkzya,fut,pass,,
,,,,,,dIkz,dIkzya,fut,pass,,caus
,,,,,,dIkz,dekzaRIya,fut,pass,,
,,,,,,dIkz,dekzyat,fut,para,,
,,,,,,dIkz,dekzyamAna,fut,atma,,
,,,,,,dIkz,dezwavya,fut,pass,,
,,,,,,dIkz,dIkzayitum,,,infinitive,caus
,,,,,,dIkz,dIkzitum,,,infinitive,
,,,,,,dIkz,dIkzya,,,gerund,
,,,,,,dIkz,dIkzayitvA,,,gerund,caus
,,,,,,dIkz,dIkzitvA,,,gerund,
,,,,,,dIp,dIpayitum,,,infinitive,caus
,,,,,,dIp,dIpitum,,,infinitive,
,,,,,,dIp,dIpya,,,gerund,
,,,,,,dIp,dIpayitvA,,,gerund,caus
,,,,,,dIp,dIptvA,,,gerund,
,,,,,,DIra#1,DIrayitum,,,infinitive,
,,,,,,DIra#1,DIrya,,,gerund,
,,,,,,DIra#1,DIrayitvA,,,gerund,
,,,,,,diS#1,didikzitum,,,infinitive,desid
,,,,,,diS#1,didikzya,,,gerund,desid
,,,,,,diS#1,diSya,,,gerund,
,,,,,,diS#1,deSayitum,,,infinitive,caus
,,,,,,diS#1,deSya,,,gerund,caus
,,,,,,diS#1,dezwum,,,infinitive,
,,,,,,diS#1,didikzitvA,,,gerund,desid
,,,,,,diS#1,dizwvA,,,gerund,
,,,,,,diS#1,deSayitvA,,,gerund,caus
,,,,,,dIv#1,dIvitum,,,infinitive,
,,,,,,dIv#1,devayitum,,,infinitive,caus
,,,,,,dIv#1,devya,,,gerund,caus
,,,,,,dIv#1,dyUya,,,gerund,
,,,,,,dIv#1,dIvitvA,,,gerund,
,,,,,,dIv#1,devayitvA,,,gerund,caus
,,,,,,dIv#1,dyUtvA,,,gerund,
,,,,,,dola,dolayitum,,,infinitive,
,,,,,,dola,dolya,,,gerund,
,,,,,,dola,dolayitvA,,,gerund,
,,,,,,drA,dadrARa,perf,atma,,
,,,,,,drA,dadrARa,perf,atma,,
,,,,,,drA,dadrivas,perf,para,,
,,,,,,drA,dadrivas,perf,para,,
,,,,,,drA,daridrAt,pres,para,,intens
,,,,,,drA,drARa,pres,atma,,
,,,,,,drA,drARa,pres,atma,,
,,,,,,drA,drARIya,fut,pass,,
,,,,,,drA,drARIya,fut,pass,,
,,,,,,drA,drAtavya,fut,pass,,
,,,,,,drA,drAtavya,fut,pass,,
,,,,,,drA,drApaRIya,fut,pass,,caus
,,,,,,drA,drApayat,pres,para,,caus
,,,,,,drA,drApayamAna,pres,atma,,caus
,,,,,,drA,drApayitavya,fut,pass,,caus
,,,,,,drA,drApayizyat,fut,para,,caus
,,,,,,drA,drApayizyamAna,fut,atma,,
,,,,,,drA,drApayizyamAna,fut,atma,,caus
,,,,,,drA,drApitavat,past,active,,caus
,,,,,,drA,drApita,past,pass,,caus
,,,,,,drA,drApyamAna,pres,pass,,caus
,,,,,,drA,drApya,fut,pass,,caus
,,,,,,drA,drAyat,pres,para,,
,,,,,,drA,drAyamAna,pres,atma,,
,,,,,,drA,drAsyat,fut,para,,
,,,,,,drA,drAsyat,fut,para,,
,,,,,,drA,drAsyamAna,fut,atma,,
,,,,,,drA,drAsyamAna,fut,atma,,
,,,,,,drA,drItavat,past,active,,
,,,,,,drA,drItavat,past,active,,
,,,,,,drA,drIta,past,pass,,
,,,,,,drA,drIta,past,pass,,
,,,,,,drA,drIyamAna,pres,pass,,
,,,,,,drA,drIyamAna,pres,pass,,
,,,,,,drA,dreya,fut,pass,,
,,,,,,drA,dreya,fut,pass,,
,,,,,,drA#1,drAtum,,,infinitive,
,,,,,,drA#1,drApayitum,,,infinitive,caus
,,,,,,drA#1,drApya,,,gerund,caus
,,,,,,drA#1,drAya,,,gerund,
,,,,,,drA#1,drAtvA,,,gerund,
,,,,,,drA#1,drApayitvA,,,gerund,caus
,,,,,,drA#2,drAtum,,,infinitive,
,,,,,,drA#2,drAya,,,gerund,
,,,,,,drA#2,drAtvA,,,gerund,
,,,,,,dru,dudruvas,perf,para,,
,,,,,,dru,dudrvARa,perf,atma,,
,,,,,,Dru,duDruvas,perf,para,,
,,,,,,Dru,duDrvARa,perf,atma,,
,,,,,,dru,dravat,pres,para,,
,,,,,,dru,dravamAna,pres,atma,,
,,,,,,dru,drAvaRIya,fut,pass,,caus
,,,,,,dru,drAvayat,pres,para,,caus
,,,,,,dru,drAvayamAna,pres,atma,,caus
,,,,,,dru,drAvayizyat,fut,para,,caus
,,,,,,dru,drAvayizyamAna,fut,atma,,
,,,,,,dru,drAvayizyamAna,fut,atma,,caus
,,,,,,dru,drAvitavat,past,active,,caus
,,,,,,dru,drAvita,past,pass,,caus
,,,,,,dru,drAvyamAna,pres,pass,,caus
,,,,,,dru,drAvya,fut,pass,,caus
,,,,,,dru,drutavat,past,active,,
,,,,,,dru,druta,past,pass,,
,,,,,,dru,drozyat,fut,para,,
,,,,,,dru,drozyamAna,fut,atma,,
,,,,,,Dru,DravaRIya,fut,pass,,
,,,,,,Dru,Drutavat,past,active,,
,,,,,,Dru,Druta,past,pass,,
,,,,,,Dru,Druvat,pres,para,,
,,,,,,Dru,DruvamAna,pres,atma,,
,,,,,,Dru,DrUyamAna,pres,pass,,
,,,,,,Dru,Drotavya,fut,pass,,
,,,,,,Dru,Droya,fut,pass,,
,,,,,,Dru,Drozyat,fut,para,,
,,,,,,Dru,DrozyamAna,fut,atma,,
,,,,,,Dru,Drutya,,,gerund,
,,,,,,Dru,Drotum,,,infinitive,
,,,,,,Dru,DrutvA,,,gerund,
,,,,,,dru#1,dudrUzitum,,,infinitive,desid
,,,,,,dru#1,dudrUzya,,,gerund,desid
,,,,,,dru#1,drAvayitum,,,infinitive,caus
,,,,,,dru#1,drAvya,,,gerund,caus
,,,,,,dru#1,drutya,,,gerund,
,,,,,,dru#1,drotum,,,infinitive,
,,,,,,dru#1,dudrUzitvA,,,gerund,desid
,,,,,,dru#1,drAvayitvA,,,gerund,caus
,,,,,,dru#1,drutvA,,,gerund,
,,,,,,druh,dudruhARa,perf,atma,,
,,,,,,druh,dudruhvas,perf,para,,
,,,,,,druh,drAraRIya,fut,pass,,caus
,,,,,,druh,drArayat,pres,para,,caus
,,,,,,druh,drArayamAna,pres,atma,,caus
,,,,,,druh,drArayitavya,fut,pass,,caus
,,,,,,druh,drArayizyat,fut,para,,caus
,,,,,,druh,drArayizyamAna,fut,atma,,
,,,,,,druh,drArayizyamAna,fut,atma,,caus
,,,,,,druh,drAritavat,past,active,,caus
,,,,,,druh,drArita,past,pass,,caus
,,,,,,druh,drAryamAna,pres,pass,,caus
,,,,,,druh,drArya,fut,pass,,caus
,,,,,,druh,drugDavat,past,active,,
,,,,,,druh,drugDa,past,pass,,
,,,,,,druh,druhyat,pres,para,,
,,,,,,druh,druhyamAna,pres,atma,,
,,,,,,druh,druhyamAna,pres,pass,,
,,,,,,druh,drUQavat,past,active,,
,,,,,,druh,drUQa,past,pass,,
,,,,,,druh,drogDavya,fut,pass,,
,,,,,,druh,drohaRIya,fut,pass,,
,,,,,,druh,drohya,fut,pass,,
,,,,,,druh,Drokzyat,fut,para,,
,,,,,,druh,DrokzyamAna,fut,atma,,
,,,,,,druh#1,drArayitum,,,infinitive,caus
,,,,,,druh#1,drArya,,,gerund,caus
,,,,,,druh#1,druhya,,,gerund,
,,,,,,druh#1,drogDum,,,infinitive,
,,,,,,druh#1,drohitum,,,infinitive,
,,,,,,druh#1,drArayitvA,,,gerund,caus
,,,,,,druh#1,drugDvA,,,gerund,
,,,,,,druh#1,druhitvA,,,gerund,
,,,,,,druh#1,drUQvA,,,gerund,
,,,,,,druh#1,drohitvA,,,gerund,
,,,,,,du,davanIya,fut,pass,,
,,,,,,du,dAvanIya,fut,pass,,caus
,,,,,,du,dAvayat,pres,para,,caus
,,,,,,du,dAvayamAna,pres,atma,,caus
,,,,,,du,dAvayitavya,fut,pass,,caus
,,,,,,du,dAvayizyat,fut,para,,caus
,,,,,,du,dAvayizyamAna,fut,atma,,
,,,,,,du,dAvayizyamAna,fut,atma,,caus
,,,,,,du,dAvitavat,past,active,,caus
,,,,,,du,dAvita,past,pass,,caus
,,,,,,du,dAvyamAna,pres,pass,,caus
,,,,,,du,dAvya,fut,pass,,caus
,,,,,,du,dutavat,past,active,,
,,,,,,du,duta,past,pass,,
,,,,,,du,dududUzvas,perf,para,,desid
,,,,,,du,duduvas,perf,para,,
,,,,,,du,dudUzaRIya,fut,pass,,desid
,,,,,,du,dudUzat,pres,para,,desid
,,,,,,du,dudUzitavat,past,active,,desid
,,,,,,du,dudUzita,past,pass,,desid
,,,,,,du,dudvAna,perf,atma,,
,,,,,,DU,duDUvas,perf,para,,
,,,,,,DU,duDvAna,perf,atma,,
,,,,,,du,dunvat,pres,para,,
,,,,,,du,dunvAna,pres,atma,,
,,,,,,du,dUyamAna,pres,pass,,
,,,,,,du,dotavya,fut,pass,,
,,,,,,du,doya,fut,pass,,
,,,,,,du,dozyat,fut,para,,
,,,,,,du,dozyamAna,fut,atma,,
,,,,,,DU,DavanIya,fut,pass,,
,,,,,,DU,Davitavya,fut,pass,,
,,,,,,DU,Davizyat,fut,para,,
,,,,,,DU,DavizyamAna,fut,atma,,
,,,,,,DU,Dutavat,past,active,,
,,,,,,DU,Duta,past,pass,,
,,,,,,DU,Dunvat,pres,para,,
,,,,,,DU,DunvAna,pres,atma,,
,,,,,,DU,DUtavat,past,active,,
,,,,,,DU,DUta,past,pass,,
,,,,,,DU,DUyamAna,pres,pass,,
,,,,,,DU,Doya,fut,pass,,
,,,,,,du,dAvayitum,,,infinitive,caus
,,,,,,du,dAvya,,,gerund,caus
,,,,,,du,dutya,,,gerund,
,,,,,,du,dudUzitum,,,infinitive,desid
,,,,,,du,dudUzya,,,gerund,desid
,,,,,,du,dotum,,,infinitive,
,,,,,,du,dAvayitvA,,,gerund,caus
,,,,,,du,dutvA,,,gerund,
,,,,,,du,dudUzitvA,,,gerund,desid
,,,,,,DU#1,Davitum,,,infinitive,
,,,,,,DU#1,Duya,,,gerund,
,,,,,,DU#1,DUya,,,gerund,
,,,,,,DU#1,DutvA,,,gerund,
,,,,,,DU#1,DUtvA,,,gerund,
,,,,,,duh,dugDavat,past,active,,
,,,,,,duh,dugDa,past,pass,,
,,,,,,duh,duduDukzvas,perf,para,,desid
,,,,,,duh,duduhAna,perf,atma,,
,,,,,,duh,duduhvas,perf,para,,
,,,,,,duh,duDukzaRIya,fut,pass,,desid
,,,,,,duh,duDukzat,pres,para,,desid
,,,,,,duh,duDukzitavat,past,active,,desid
,,,,,,duh,duDukzita,past,pass,,desid
,,,,,,duh,duhat,pres,para,,
,,,,,,duh,duhAna,pres,atma,,
,,,,,,duh,duhyamAna,pres,pass,,
,,,,,,duh,duhya,fut,pass,,
,,,,,,duh,dogDavya,fut,pass,,
,,,,,,duh,dohanIya,fut,pass,,
,,,,,,duh,dohanIya,fut,pass,,caus
,,,,,,duh,dohayat,pres,para,,caus
,,,,,,duh,dohayamAna,pres,atma,,caus
,,,,,,duh,dohayitavya,fut,pass,,caus
,,,,,,duh,dohayizyat,fut,para,,caus
,,,,,,duh,dohayizyamAna,fut,atma,,
,,,,,,duh,dohayizyamAna,fut,atma,,caus
,,,,,,duh,dohitavat,past,active,,caus
,,,,,,duh,dohita,past,pass,,caus
,,,,,,duh,dohyamAna,pres,pass,,caus
,,,,,,duh,dohya,fut,pass,,
,,,,,,duh,dohya,fut,pass,,caus
,,,,,,duh,Dokzyat,fut,para,,
,,,,,,duh,DokzyamAna,fut,atma,,
,,,,,,duh#1,duDukzitum,,,infinitive,desid
,,,,,,duh#1,duDukzya,,,gerund,desid
,,,,,,duh#1,duhya,,,gerund,
,,,,,,duh#1,dogDum,,,infinitive,
,,,,,,duh#1,dohayitum,,,infinitive,caus
,,,,,,duh#1,dohya,,,gerund,caus
,,,,,,duh#1,dugDvA,,,gerund,
,,,,,,duh#1,duDukzitvA,,,gerund,desid
,,,,,,duh#1,dohayitvA,,,gerund,caus
,,,,,,duHKa,duHKya,,,gerund,
,,,,,,duHKa,duHKyitum,,,infinitive,
,,,,,,duHKa,duHKyitvA,,,gerund,
,,,,,,Dukz,Dukzayitum,,,infinitive,caus
,,,,,,Dukz,Dukzitum,,,infinitive,
,,,,,,Dukz,Dukzya,,,gerund,
,,,,,,Dukz,DukzayitvA,,,gerund,caus
,,,,,,Dukz,DukzitvA,,,gerund,
,,,,,,DUma,DUmAyitum,,,infinitive,
,,,,,,DUma,DUmya,,,gerund,
,,,,,,DUma,DUmAyitvA,,,gerund,
,,,,,,durdina,durdinAyitum,,,infinitive,
,,,,,,durdina,durdinya,,,gerund,
,,,,,,durdina,durdinAyitvA,,,gerund,
,,,,,,duz,duduzARa,perf,atma,,
,,,,,,duz,duduzvas,perf,para,,
,,,,,,duz,duzwavat,past,active,,
,,,,,,duz,duzwa,past,pass,,
,,,,,,duz,duzyat,pres,para,,
,,,,,,duz,duzyamAna,pres,atma,,
,,,,,,duz,duzyamAna,pres,pass,,
,,,,,,duz,dUzaRIya,fut,pass,,caus
,,,,,,duz,dUzayat,pres,para,,caus
,,,,,,duz,dUzayamAna,pres,atma,,caus
,,,,,,duz,dUzayitavya,fut,pass,,caus
,,,,,,duz,dUzayizyat,fut,para,,caus
,,,,,,duz,dUzayizyamAna,fut,atma,,
,,,,,,duz,dUzayizyamAna,fut,atma,,caus
,,,,,,duz,dUzitavat,past,active,,caus
,,,,,,duz,dUzita,past,pass,,caus
,,,,,,duz,dUzyamAna,pres,pass,,caus
,,,,,,duz,dUzya,fut,pass,,caus
,,,,,,duz,dokzyat,fut,para,,
,,,,,,duz,dokzyamAna,fut,atma,,
,,,,,,duz,dozaRIya,fut,pass,,
,,,,,,duz,dozwavya,fut,pass,,
,,,,,,duz,dozya,fut,pass,,
,,,,,,duz,duzya,,,gerund,
,,,,,,duz,dUzayitum,,,infinitive,caus
,,,,,,duz,dUzya,,,gerund,caus
,,,,,,duz,dozwum,,,infinitive,
,,,,,,duz,duzwvA,,,gerund,
,,,,,,duz,dUzayitvA,,,gerund,caus
,,,,,,DvaMs,daDvaMsAna,perf,atma,,
,,,,,,DvaMs,daDvaMsvas,perf,para,,
,,,,,,DvaMs,DvaMsat,pres,para,,
,,,,,,DvaMs,DvaMsanIya,fut,pass,,
,,,,,,DvaMs,DvaMsanIya,fut,pass,,caus
,,,,,,DvaMs,DvaMsamAna,pres,atma,,
,,,,,,DvaMs,DvaMsayat,pres,para,,caus
,,,,,,DvaMs,DvaMsayamAna,pres,atma,,caus
,,,,,,DvaMs,DvaMsayitavya,fut,pass,,caus
,,,,,,DvaMs,DvaMsayizyat,fut,para,,caus
,,,,,,DvaMs,DvaMsayizyamAna,fut,atma,,
,,,,,,DvaMs,DvaMsayizyamAna,fut,atma,,caus
,,,,,,DvaMs,DvaMsitavat,past,active,,caus
,,,,,,DvaMs,DvaMsitavya,fut,pass,,
,,,,,,DvaMs,DvaMsita,past,pass,,caus
,,,,,,DvaMs,DvaMsizyat,fut,para,,
,,,,,,DvaMs,DvaMsizyamAna,fut,atma,,
,,,,,,DvaMs,DvaMsyamAna,pres,pass,,caus
,,,,,,DvaMs,DvaMsya,fut,pass,,
,,,,,,DvaMs,DvaMsya,fut,pass,,caus
,,,,,,DvaMs,Dvastavat,past,active,,
,,,,,,DvaMs,Dvasta,past,pass,,
,,,,,,DvaMs,DvasyamAna,pres,pass,,
,,,,,,DvaMs,DvaMsayitum,,,infinitive,caus
,,,,,,DvaMs,DvaMsitum,,,infinitive,
,,,,,,DvaMs,DvaMsya,,,gerund,caus
,,,,,,DvaMs,Dvasya,,,gerund,
,,,,,,DvaMs,DvaMsayitvA,,,gerund,caus
,,,,,,DvaMs,DvaMsitvA,,,gerund,
,,,,,,DvaMs,DvastvA,,,gerund,
,,,,,,Dvan,daDvanAna,perf,atma,,
,,,,,,Dvan,daDvanvas,perf,para,,
,,,,,,Dvan,Dvanat,pres,para,,
,,,,,,Dvan,DvananIya,fut,pass,,
,,,,,,Dvan,DvanamAna,pres,atma,,
,,,,,,Dvan,Dvanayat,pres,para,,caus
,,,,,,Dvan,DvanayamAna,pres,atma,,caus
,,,,,,Dvan,Dvanayitavya,fut,pass,,caus
,,,,,,Dvan,Dvanayizyat,fut,para,,caus
,,,,,,Dvan,DvanayizyamAna,fut,atma,,
,,,,,,Dvan,DvanayizyamAna,fut,atma,,caus
,,,,,,Dvan,Dvanitavat,past,active,,
,,,,,,Dvan,Dvanitavya,fut,pass,,
,,,,,,Dvan,Dvanita,past,pass,,
,,,,,,Dvan,Dvanizyat,fut,para,,
,,,,,,Dvan,DvanizyamAna,fut,atma,,
,,,,,,Dvan,DvanyamAna,pres,pass,,
,,,,,,Dvan,Dvanya,fut,pass,,
,,,,,,Dvan,DvAnanIya,fut,pass,,caus
,,,,,,Dvan,DvAnitavat,past,active,,caus
,,,,,,Dvan,DvAnita,past,pass,,caus
,,,,,,Dvan,DvAntavat,past,active,,
,,,,,,Dvan,DvAnta,past,pass,,
,,,,,,Dvan,DvAnyamAna,pres,pass,,caus
,,,,,,Dvan,DvAnya,fut,pass,,caus
,,,,,,Dvan,Dvanayitum,,,infinitive,caus
,,,,,,Dvan,Dvanitum,,,infinitive,
,,,,,,Dvan,DvAnya,,,gerund,
,,,,,,Dvan,DvanayitvA,,,gerund,caus
,,,,,,Dvan,DvanitvA,,,gerund,
,,,,,,DvANkz,daDvANkzARa,perf,atma,,
,,,,,,DvANkz,daDvANkzvas,perf,para,,
,,,,,,DvANkz,DvANkzaRIya,fut,pass,,
,,,,,,DvANkz,DvANkzat,pres,para,,
,,,,,,DvANkz,DvANkzamAna,pres,atma,,
,,,,,,DvANkz,DvANkzitavat,past,active,,
,,,,,,DvANkz,DvANkzita,past,pass,,
,,,,,,DvANkz,DvANkzyat,fut,para,,
,,,,,,DvANkz,DvANkzyamAna,fut,atma,,
,,,,,,DvANkz,DvANkzyamAna,pres,pass,,
,,,,,,DvANkz,DvANkzya,fut,pass,,
,,,,,,DvANkz,DvANzwavya,fut,pass,,
,,,,,,DvANkz,DvANkzitum,,,infinitive,
,,,,,,DvANkz,DvANkzya,,,gerund,
,,,,,,DvANkz,DvANkzitvA,,,gerund,
,,,,,,Dvf,daDvarARa,perf,atma,,
,,,,,,Dvf,daDvarvas,perf,para,,
,,,,,,Dvf,dADvaryamAna,pres,atma,,intens
,,,,,,Dvf,DUrtavat,past,active,,
,,,,,,Dvf,DUrta,past,pass,,
,,,,,,Dvf,DvaraRIya,fut,pass,,
,,,,,,Dvf,Dvarat,pres,para,,
,,,,,,Dvf,DvaramAna,pres,atma,,
,,,,,,Dvf,Dvarizyat,fut,para,,
,,,,,,Dvf,DvarizyamAna,fut,atma,,
,,,,,,Dvf,Dvartavya,fut,pass,,
,,,,,,Dvf,DvaryamAna,pres,pass,,
,,,,,,Dvf,Dvarya,fut,pass,,
,,,,,,Dvf,DvAraRIya,fut,pass,,caus
,,,,,,Dvf,DvArayat,pres,para,,caus
,,,,,,Dvf,DvArayamAna,pres,atma,,caus
,,,,,,Dvf,DvArayitavya,fut,pass,,caus
,,,,,,Dvf,DvArayizyat,fut,para,,caus
,,,,,,Dvf,DvArayizyamAna,fut,atma,,
,,,,,,Dvf,DvArayizyamAna,fut,atma,,caus
,,,,,,Dvf,DvAritavat,past,active,,caus
,,,,,,Dvf,DvArita,past,pass,,caus
,,,,,,Dvf,DvAryamAna,pres,pass,,caus
